case,threshold,goal_id,precision_at_k,recall_at_k,f1_at_k,fpr,candidate_count,admitted_count,relevant_count,tp,fp
case5,0.88,G-U0045-02,1.0,0.5,0.6667,0.0,58,5,10,5,0
case6,0.85,G-U0045-02,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0045-03,1.0,0.5,0.6667,0.0,5,5,10,5,0
case2,0.94,G-U0045-03,1.0,0.5,0.6667,0.0,7,5,10,5,0
case3,0.92,G-U0045-03,1.0,0.5,0.6667,0.0,11,5,10,5,0
case4,0.9,G-U0045-03,1.0,0.5,0.6667,0.0,21,5,10,5,0
case5,0.88,G-U0045-03,1.0,0.5,0.6667,0.0,47,5,10,5,0
case6,0.85,G-U0045-03,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0045-04,1.0,0.1,0.1818,0.0,1,1,10,1,0
case2,0.94,G-U0045-04,0.6,0.3,0.4,0.0328,13,5,10,3,2
case3,0.92,G-U0045-04,0.6,0.3,0.4,0.0328,34,5,10,3,2
case4,0.9,G-U0045-04,0.6,0.3,0.4,0.0328,62,5,10,3,2
case5,0.88,G-U0045-04,0.6,0.3,0.4,0.0328,71,5,10,3,2
case6,0.85,G-U0045-04,0.6,0.3,0.4,0.0328,71,5,10,3,2
case1,0.96,G-U0046-01,0.8,0.4,0.5333,0.0141,15,5,10,4,1
case2,0.94,G-U0046-01,0.8,0.4,0.5333,0.0141,22,5,10,4,1
case3,0.92,G-U0046-01,0.8,0.4,0.5333,0.0141,51,5,10,4,1
case4,0.9,G-U0046-01,0.8,0.4,0.5333,0.0141,80,5,10,4,1
case5,0.88,G-U0046-01,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case6,0.85,G-U0046-01,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case1,0.96,G-U0046-02,1.0,0.5,0.6667,0.0,5,5,10,5,0
case2,0.94,G-U0046-02,1.0,0.5,0.6667,0.0,9,5,10,5,0
case3,0.92,G-U0046-02,1.0,0.5,0.6667,0.0,10,5,10,5,0
case4,0.9,G-U0046-02,1.0,0.5,0.6667,0.0,18,5,10,5,0
case5,0.88,G-U0046-02,1.0,0.5,0.6667,0.0,39,5,10,5,0
case6,0.85,G-U0046-02,1.0,0.5,0.6667,0.0,78,5,10,5,0
case1,0.96,G-U0046-03,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0046-03,1.0,0.5,0.6667,0.0,6,5,10,5,0
case3,0.92,G-U0046-03,1.0,0.5,0.6667,0.0,7,5,10,5,0
case4,0.9,G-U0046-03,1.0,0.5,0.6667,0.0,11,5,10,5,0
case5,0.88,G-U0046-03,1.0,0.5,0.6667,0.0,19,5,10,5,0
case6,0.85,G-U0046-03,1.0,0.5,0.6667,0.0,45,5,10,5,0
case1,0.96,G-U0046-04,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0046-04,1.0,0.5,0.6667,0.0,14,5,10,5,0
case3,0.92,G-U0046-04,1.0,0.5,0.6667,0.0,22,5,10,5,0
case4,0.9,G-U0046-04,1.0,0.5,0.6667,0.0,39,5,10,5,0
case5,0.88,G-U0046-04,1.0,0.5,0.6667,0.0,51,5,10,5,0
case6,0.85,G-U0046-04,1.0,0.5,0.6667,0.0,78,5,10,5,0
case1,0.96,G-U0046-05,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0046-05,0.8,0.4,0.5333,0.0141,6,5,10,4,1
case3,0.92,G-U0046-05,0.8,0.4,0.5333,0.0141,18,5,10,4,1
case4,0.9,G-U0046-05,0.8,0.4,0.5333,0.0141,45,5,10,4,1
case5,0.88,G-U0046-05,0.8,0.4,0.5333,0.0141,74,5,10,4,1
case6,0.85,G-U0046-05,0.8,0.4,0.5333,0.0141,80,5,10,4,1
case1,0.96,G-U0047-01,1.0,0.5,0.6667,0.0,10,5,10,5,0
case2,0.94,G-U0047-01,1.0,0.5,0.6667,0.0,13,5,10,5,0
case3,0.92,G-U0047-01,1.0,0.5,0.6667,0.0,27,5,10,5,0
case4,0.9,G-U0047-01,1.0,0.5,0.6667,0.0,51,5,10,5,0
case5,0.88,G-U0047-01,1.0,0.5,0.6667,0.0,68,5,10,5,0
case6,0.85,G-U0047-01,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0047-02,1.0,0.5,0.6667,0.0,39,5,10,5,0
case2,0.94,G-U0047-02,1.0,0.5,0.6667,0.0,66,5,10,5,0
case3,0.92,G-U0047-02,1.0,0.5,0.6667,0.0,79,5,10,5,0
case4,0.9,G-U0047-02,1.0,0.5,0.6667,0.0,81,5,10,5,0
case5,0.88,G-U0047-02,1.0,0.5,0.6667,0.0,81,5,10,5,0
case6,0.85,G-U0047-02,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0047-03,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0047-03,1.0,0.5,0.6667,0.0,12,5,10,5,0
case3,0.92,G-U0047-03,1.0,0.5,0.6667,0.0,27,5,10,5,0
case4,0.9,G-U0047-03,1.0,0.5,0.6667,0.0,43,5,10,5,0
case5,0.88,G-U0047-03,1.0,0.5,0.6667,0.0,59,5,10,5,0
case6,0.85,G-U0047-03,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0047-04,0.8,0.4,0.5333,0.0141,7,5,10,4,1
case2,0.94,G-U0047-04,0.8,0.4,0.5333,0.0141,24,5,10,4,1
case3,0.92,G-U0047-04,0.8,0.4,0.5333,0.0141,37,5,10,4,1
case4,0.9,G-U0047-04,0.8,0.4,0.5333,0.0141,43,5,10,4,1
case5,0.88,G-U0047-04,0.8,0.4,0.5333,0.0141,65,5,10,4,1
case6,0.85,G-U0047-04,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case1,0.96,G-U0047-05,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0047-05,1.0,0.4,0.5714,0.0,4,4,10,4,0
case3,0.92,G-U0047-05,1.0,0.4,0.5714,0.0,4,4,10,4,0
case4,0.9,G-U0047-05,0.8,0.4,0.5333,0.0141,15,5,10,4,1
case5,0.88,G-U0047-05,0.8,0.4,0.5333,0.0141,48,5,10,4,1
case6,0.85,G-U0047-05,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case1,0.96,G-U0048-01,0.2,0.1,0.1333,0.0784,6,5,10,1,4
case2,0.94,G-U0048-01,0.2,0.1,0.1333,0.0784,9,5,10,1,4
case3,0.92,G-U0048-01,0.2,0.1,0.1333,0.0784,19,5,10,1,4
case4,0.9,G-U0048-01,0.2,0.1,0.1333,0.0784,24,5,10,1,4
case5,0.88,G-U0048-01,0.2,0.1,0.1333,0.0784,42,5,10,1,4
case6,0.85,G-U0048-01,0.2,0.1,0.1333,0.0784,58,5,10,1,4
case1,0.96,G-U0048-02,0.2,0.1,0.1333,0.0784,19,5,10,1,4
case2,0.94,G-U0048-02,0.2,0.1,0.1333,0.0784,39,5,10,1,4
case3,0.92,G-U0048-02,0.2,0.1,0.1333,0.0784,56,5,10,1,4
case4,0.9,G-U0048-02,0.2,0.1,0.1333,0.0784,61,5,10,1,4
case5,0.88,G-U0048-02,0.2,0.1,0.1333,0.0784,61,5,10,1,4
case6,0.85,G-U0048-02,0.2,0.1,0.1333,0.0784,61,5,10,1,4
case1,0.96,G-U0048-03,0.8,0.4,0.5333,0.0196,9,5,10,4,1
case2,0.94,G-U0048-03,0.8,0.4,0.5333,0.0196,16,5,10,4,1
case3,0.92,G-U0048-03,0.8,0.4,0.5333,0.0196,27,5,10,4,1
case4,0.9,G-U0048-03,0.8,0.4,0.5333,0.0196,42,5,10,4,1
case5,0.88,G-U0048-03,0.8,0.4,0.5333,0.0196,57,5,10,4,1
case6,0.85,G-U0048-03,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case1,0.96,G-U0049-01,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0049-01,1.0,0.5,0.6667,0.0,6,5,10,5,0
case3,0.92,G-U0049-01,1.0,0.5,0.6667,0.0,7,5,10,5,0
case4,0.9,G-U0049-01,1.0,0.5,0.6667,0.0,21,5,10,5,0
case5,0.88,G-U0049-01,1.0,0.5,0.6667,0.0,48,5,10,5,0
case6,0.85,G-U0049-01,1.0,0.5,0.6667,0.0,68,5,10,5,0
case1,0.96,G-U0049-02,1.0,0.5,0.6667,0.0,11,5,10,5,0
case2,0.94,G-U0049-02,1.0,0.5,0.6667,0.0,16,5,10,5,0
case3,0.92,G-U0049-02,1.0,0.5,0.6667,0.0,24,5,10,5,0
case4,0.9,G-U0049-02,1.0,0.5,0.6667,0.0,42,5,10,5,0
case5,0.88,G-U0049-02,1.0,0.5,0.6667,0.0,65,5,10,5,0
case6,0.85,G-U0049-02,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0049-03,0.4,0.2,0.2667,0.0492,13,5,10,2,3
case2,0.94,G-U0049-03,0.4,0.2,0.2667,0.0492,19,5,10,2,3
case3,0.92,G-U0049-03,0.4,0.2,0.2667,0.0492,27,5,10,2,3
case4,0.9,G-U0049-03,0.4,0.2,0.2667,0.0492,42,5,10,2,3
case5,0.88,G-U0049-03,0.4,0.2,0.2667,0.0492,60,5,10,2,3
case6,0.85,G-U0049-03,0.4,0.2,0.2667,0.0492,71,5,10,2,3
case1,0.96,G-U0049-04,0.6,0.3,0.4,0.0328,12,5,10,3,2
case2,0.94,G-U0049-04,0.6,0.3,0.4,0.0328,19,5,10,3,2
case3,0.92,G-U0049-04,0.6,0.3,0.4,0.0328,38,5,10,3,2
case4,0.9,G-U0049-04,0.6,0.3,0.4,0.0328,53,5,10,3,2
case5,0.88,G-U0049-04,0.6,0.3,0.4,0.0328,71,5,10,3,2
case6,0.85,G-U0049-04,0.6,0.3,0.4,0.0328,71,5,10,3,2
case1,0.96,G-U0050-01,0.5,0.2,0.2857,0.0392,4,4,10,2,2
case2,0.94,G-U0050-01,0.4,0.2,0.2667,0.0588,5,5,10,2,3
case3,0.92,G-U0050-01,0.4,0.2,0.2667,0.0588,19,5,10,2,3
case4,0.9,G-U0050-01,0.4,0.2,0.2667,0.0588,44,5,10,2,3
case5,0.88,G-U0050-01,0.4,0.2,0.2667,0.0588,58,5,10,2,3
case6,0.85,G-U0050-01,0.4,0.2,0.2667,0.0588,61,5,10,2,3
case1,0.96,G-U0050-02,1.0,0.2,0.3333,0.0,2,2,10,2,0
case2,0.94,G-U0050-02,1.0,0.2,0.3333,0.0,2,2,10,2,0
case3,0.92,G-U0050-02,0.4,0.2,0.2667,0.0588,5,5,10,2,3
case4,0.9,G-U0050-02,0.4,0.2,0.2667,0.0588,15,5,10,2,3
case5,0.88,G-U0050-02,0.4,0.2,0.2667,0.0588,40,5,10,2,3
case6,0.85,G-U0050-02,0.4,0.2,0.2667,0.0588,60,5,10,2,3
case1,0.96,G-U0050-03,1.0,0.1,0.1818,0.0,1,1,10,1,0
case2,0.94,G-U0050-03,1.0,0.5,0.6667,0.0,6,5,10,5,0
case3,0.92,G-U0050-03,1.0,0.5,0.6667,0.0,24,5,10,5,0
case4,0.9,G-U0050-03,1.0,0.5,0.6667,0.0,49,5,10,5,0
case5,0.88,G-U0050-03,1.0,0.5,0.6667,0.0,59,5,10,5,0
case6,0.85,G-U0050-03,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0051-01,1.0,0.5,0.6667,0.0,5,5,10,5,0
case2,0.94,G-U0051-01,1.0,0.5,0.6667,0.0,7,5,10,5,0
case3,0.92,G-U0051-01,1.0,0.5,0.6667,0.0,9,5,10,5,0
case4,0.9,G-U0051-01,1.0,0.5,0.6667,0.0,16,5,10,5,0
