case,threshold,goal_id,precision_at_k,recall_at_k,f1_at_k,fpr,candidate_count,admitted_count,relevant_count,tp,fp
case6,0.85,G-U0016-02,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0016-03,0.0,0.0,0.0,0.098,17,5,10,0,5
case2,0.94,G-U0016-03,0.0,0.0,0.0,0.098,30,5,10,0,5
case3,0.92,G-U0016-03,0.0,0.0,0.0,0.098,48,5,10,0,5
case4,0.9,G-U0016-03,0.0,0.0,0.0,0.098,61,5,10,0,5
case5,0.88,G-U0016-03,0.0,0.0,0.0,0.098,61,5,10,0,5
case6,0.85,G-U0016-03,0.0,0.0,0.0,0.098,61,5,10,0,5
case1,0.96,G-U0017-01,0.0,0.0,0.0,0.0704,11,5,10,0,5
case2,0.94,G-U0017-01,0.0,0.0,0.0,0.0704,31,5,10,0,5
case3,0.92,G-U0017-01,0.0,0.0,0.0,0.0704,41,5,10,0,5
case4,0.9,G-U0017-01,0.0,0.0,0.0,0.0704,50,5,10,0,5
case5,0.88,G-U0017-01,0.0,0.0,0.0,0.0704,78,5,10,0,5
case6,0.85,G-U0017-01,0.0,0.0,0.0,0.0704,81,5,10,0,5
case1,0.96,G-U0017-02,0.4,0.2,0.2667,0.0423,20,5,10,2,3
case2,0.94,G-U0017-02,0.4,0.2,0.2667,0.0423,56,5,10,2,3
case3,0.92,G-U0017-02,0.4,0.2,0.2667,0.0423,72,5,10,2,3
case4,0.9,G-U0017-02,0.4,0.2,0.2667,0.0423,80,5,10,2,3
case5,0.88,G-U0017-02,0.4,0.2,0.2667,0.0423,81,5,10,2,3
case6,0.85,G-U0017-02,0.4,0.2,0.2667,0.0423,81,5,10,2,3
case1,0.96,G-U0017-03,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0017-03,1.0,0.5,0.6667,0.0,10,5,10,5,0
case3,0.92,G-U0017-03,1.0,0.5,0.6667,0.0,18,5,10,5,0
case4,0.9,G-U0017-03,1.0,0.5,0.6667,0.0,39,5,10,5,0
case5,0.88,G-U0017-03,1.0,0.5,0.6667,0.0,65,5,10,5,0
case6,0.85,G-U0017-03,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0017-04,0.6,0.3,0.4,0.0282,19,5,10,3,2
case2,0.94,G-U0017-04,0.6,0.3,0.4,0.0282,28,5,10,3,2
case3,0.92,G-U0017-04,0.6,0.3,0.4,0.0282,42,5,10,3,2
case4,0.9,G-U0017-04,0.6,0.3,0.4,0.0282,59,5,10,3,2
case5,0.88,G-U0017-04,0.6,0.3,0.4,0.0282,81,5,10,3,2
case6,0.85,G-U0017-04,0.6,0.3,0.4,0.0282,81,5,10,3,2
case1,0.96,G-U0017-05,1.0,0.5,0.6667,0.0,7,5,10,5,0
case2,0.94,G-U0017-05,1.0,0.5,0.6667,0.0,22,5,10,5,0
case3,0.92,G-U0017-05,1.0,0.5,0.6667,0.0,41,5,10,5,0
case4,0.9,G-U0017-05,1.0,0.5,0.6667,0.0,59,5,10,5,0
case5,0.88,G-U0017-05,1.0,0.5,0.6667,0.0,79,5,10,5,0
case6,0.85,G-U0017-05,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0018-01,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0018-01,1.0,0.4,0.5714,0.0,4,4,10,4,0
case3,0.92,G-U0018-01,1.0,0.5,0.6667,0.0,5,5,10,5,0
case4,0.9,G-U0018-01,1.0,0.5,0.6667,0.0,14,5,10,5,0
case5,0.88,G-U0018-01,1.0,0.5,0.6667,0.0,34,5,10,5,0
case6,0.85,G-U0018-01,1.0,0.5,0.6667,0.0,66,5,10,5,0
case1,0.96,G-U0018-02,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0018-02,1.0,0.5,0.6667,0.0,6,5,10,5,0
case3,0.92,G-U0018-02,1.0,0.5,0.6667,0.0,7,5,10,5,0
case4,0.9,G-U0018-02,1.0,0.5,0.6667,0.0,23,5,10,5,0
case5,0.88,G-U0018-02,1.0,0.5,0.6667,0.0,40,5,10,5,0
case6,0.85,G-U0018-02,1.0,0.5,0.6667,0.0,70,5,10,5,0
case1,0.96,G-U0018-03,0.2,0.1,0.1333,0.0656,34,5,10,1,4
case2,0.94,G-U0018-03,0.2,0.1,0.1333,0.0656,63,5,10,1,4
case3,0.92,G-U0018-03,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case4,0.9,G-U0018-03,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case5,0.88,G-U0018-03,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case6,0.85,G-U0018-03,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case1,0.96,G-U0018-04,1.0,0.5,0.6667,0.0,10,5,10,5,0
case2,0.94,G-U0018-04,1.0,0.5,0.6667,0.0,17,5,10,5,0
case3,0.92,G-U0018-04,1.0,0.5,0.6667,0.0,30,5,10,5,0
case4,0.9,G-U0018-04,1.0,0.5,0.6667,0.0,46,5,10,5,0
case5,0.88,G-U0018-04,1.0,0.5,0.6667,0.0,68,5,10,5,0
case6,0.85,G-U0018-04,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0019-01,0.8,0.4,0.5333,0.0196,7,5,10,4,1
case2,0.94,G-U0019-01,0.8,0.4,0.5333,0.0196,13,5,10,4,1
case3,0.92,G-U0019-01,0.8,0.4,0.5333,0.0196,17,5,10,4,1
case4,0.9,G-U0019-01,0.8,0.4,0.5333,0.0196,30,5,10,4,1
case5,0.88,G-U0019-01,0.8,0.4,0.5333,0.0196,52,5,10,4,1
case6,0.85,G-U0019-01,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case1,0.96,G-U0019-02,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0019-02,0.8,0.4,0.5333,0.0196,6,5,10,4,1
case3,0.92,G-U0019-02,0.8,0.4,0.5333,0.0196,20,5,10,4,1
case4,0.9,G-U0019-02,0.8,0.4,0.5333,0.0196,48,5,10,4,1
case5,0.88,G-U0019-02,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case6,0.85,G-U0019-02,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case1,0.96,G-U0019-03,1.0,0.5,0.6667,0.0,10,5,10,5,0
case2,0.94,G-U0019-03,1.0,0.5,0.6667,0.0,18,5,10,5,0
case3,0.92,G-U0019-03,1.0,0.5,0.6667,0.0,20,5,10,5,0
case4,0.9,G-U0019-03,1.0,0.5,0.6667,0.0,31,5,10,5,0
case5,0.88,G-U0019-03,1.0,0.5,0.6667,0.0,50,5,10,5,0
case6,0.85,G-U0019-03,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0020-01,0.8,0.4,0.5333,0.0141,9,5,10,4,1
case2,0.94,G-U0020-01,0.8,0.4,0.5333,0.0141,29,5,10,4,1
case3,0.92,G-U0020-01,0.8,0.4,0.5333,0.0141,55,5,10,4,1
case4,0.9,G-U0020-01,0.8,0.4,0.5333,0.0141,77,5,10,4,1
case5,0.88,G-U0020-01,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case6,0.85,G-U0020-01,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case1,0.96,G-U0020-02,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0020-02,0.8,0.4,0.5333,0.0141,7,5,10,4,1
case3,0.92,G-U0020-02,0.8,0.4,0.5333,0.0141,13,5,10,4,1
case4,0.9,G-U0020-02,0.8,0.4,0.5333,0.0141,24,5,10,4,1
case5,0.88,G-U0020-02,0.8,0.4,0.5333,0.0141,35,5,10,4,1
case6,0.85,G-U0020-02,0.8,0.4,0.5333,0.0141,70,5,10,4,1
case1,0.96,G-U0020-03,1.0,0.5,0.6667,0.0,18,5,10,5,0
case2,0.94,G-U0020-03,1.0,0.5,0.6667,0.0,34,5,10,5,0
case3,0.92,G-U0020-03,1.0,0.5,0.6667,0.0,47,5,10,5,0
case4,0.9,G-U0020-03,1.0,0.5,0.6667,0.0,73,5,10,5,0
case5,0.88,G-U0020-03,1.0,0.5,0.6667,0.0,78,5,10,5,0
case6,0.85,G-U0020-03,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0020-04,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0020-04,1.0,0.5,0.6667,0.0,16,5,10,5,0
case3,0.92,G-U0020-04,1.0,0.5,0.6667,0.0,29,5,10,5,0
case4,0.9,G-U0020-04,1.0,0.5,0.6667,0.0,50,5,10,5,0
case5,0.88,G-U0020-04,1.0,0.5,0.6667,0.0,72,5,10,5,0
case6,0.85,G-U0020-04,1.0,0.5,0.6667,0.0,78,5,10,5,0
case1,0.96,G-U0020-05,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0020-05,1.0,0.5,0.6667,0.0,5,5,10,5,0
case3,0.92,G-U0020-05,1.0,0.5,0.6667,0.0,10,5,10,5,0
case4,0.9,G-U0020-05,1.0,0.5,0.6667,0.0,20,5,10,5,0
case5,0.88,G-U0020-05,1.0,0.5,0.6667,0.0,32,5,10,5,0
case6,0.85,G-U0020-05,1.0,0.5,0.6667,0.0,69,5,10,5,0
case1,0.96,G-U0021-01,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0021-01,1.0,0.5,0.6667,0.0,9,5,10,5,0
case3,0.92,G-U0021-01,1.0,0.5,0.6667,0.0,13,5,10,5,0
case4,0.9,G-U0021-01,1.0,0.5,0.6667,0.0,25,5,10,5,0
case5,0.88,G-U0021-01,1.0,0.5,0.6667,0.0,33,5,10,5,0
case6,0.85,G-U0021-01,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0021-02,0.8,0.4,0.5333,0.0196,5,5,10,4,1
case2,0.94,G-U0021-02,0.8,0.4,0.5333,0.0196,13,5,10,4,1
case3,0.92,G-U0021-02,0.8,0.4,0.5333,0.0196,16,5,10,4,1
case4,0.9,G-U0021-02,0.8,0.4,0.5333,0.0196,30,5,10,4,1
case5,0.88,G-U0021-02,0.8,0.4,0.5333,0.0196,49,5,10,4,1
case6,0.85,G-U0021-02,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case1,0.96,G-U0021-03,0.6,0.3,0.4,0.0392,15,5,10,3,2
case2,0.94,G-U0021-03,0.6,0.3,0.4,0.0392,38,5,10,3,2
case3,0.92,G-U0021-03,0.6,0.3,0.4,0.0392,61,5,10,3,2
case4,0.9,G-U0021-03,0.6,0.3,0.4,0.0392,61,5,10,3,2
case5,0.88,G-U0021-03,0.6,0.3,0.4,0.0392,61,5,10,3,2
case6,0.85,G-U0021-03,0.6,0.3,0.4,0.0392,61,5,10,3,2
case1,0.96,G-U0022-01,1.0,0.5,0.6667,0.0,7,5,10,5,0
case2,0.94,G-U0022-01,1.0,0.5,0.6667,0.0,17,5,10,5,0
case3,0.92,G-U0022-01,1.0,0.5,0.6667,0.0,29,5,10,5,0
case4,0.9,G-U0022-01,1.0,0.5,0.6667,0.0,58,5,10,5,0
case5,0.88,G-U0022-01,1.0,0.5,0.6667,0.0,71,5,10,5,0
case6,0.85,G-U0022-01,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0022-02,1.0,0.5,0.6667,0.0,8,5,10,5,0
case2,0.94,G-U0022-02,1.0,0.5,0.6667,0.0,18,5,10,5,0
case3,0.92,G-U0022-02,1.0,0.5,0.6667,0.0,34,5,10,5,0
case4,0.9,G-U0022-02,1.0,0.5,0.6667,0.0,54,5,10,5,0
case5,0.88,G-U0022-02,1.0,0.5,0.6667,0.0,68,5,10,5,0
case6,0.85,G-U0022-02,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0022-03,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0022-03,1.0,0.5,0.6667,0.0,8,5,10,5,0
case3,0.92,G-U0022-03,1.0,0.5,0.6667,0.0,12,5,10,5,0
case4,0.9,G-U0022-03,1.0,0.5,0.6667,0.0,25,5,10,5,0
case5,0.88,G-U0022-03,1.0,0.5,0.6667,0.0,48,5,10,5,0
case6,0.85,G-U0022-03,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0022-04,1.0,0.5,0.6667,0.0,7,5,10,5,0
case2,0.94,G-U0022-04,1.0,0.5,0.6667,0.0,16,5,10,5,0
case3,0.92,G-U0022-04,1.0,0.5,0.6667,0.0,33,5,10,5,0
case4,0.9,G-U0022-04,1.0,0.5,0.6667,0.0,51,5,10,5,0
case5,0.88,G-U0022-04,1.0,0.5,0.6667,0.0,68,5,10,5,0
case6,0.85,G-U0022-04,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0023-01,0.0,0.0,0.0,0.098,11,5,10,0,5
case2,0.94,G-U0023-01,0.0,0.0,0.0,0.098,31,5,10,0,5
case3,0.92,G-U0023-01,0.0,0.0,0.0,0.098,57,5,10,0,5
case4,0.9,G-U0023-01,0.0,0.0,0.0,0.098,61,5,10,0,5
case5,0.88,G-U0023-01,0.0,0.0,0.0,0.098,61,5,10,0,5
case6,0.85,G-U0023-01,0.0,0.0,0.0,0.098,61,5,10,0,5
case1,0.96,G-U0023-02,1.0,0.2,0.3333,0.0,2,2,10,2,0
case2,0.94,G-U0023-02,0.8,0.4,0.5333,0.0196,12,5,10,4,1
case3,0.92,G-U0023-02,0.8,0.4,0.5333,0.0196,33,5,10,4,1
case4,0.9,G-U0023-02,0.8,0.4,0.5333,0.0196,56,5,10,4,1
case5,0.88,G-U0023-02,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case6,0.85,G-U0023-02,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case1,0.96,G-U0023-03,1.0,0.5,0.6667,0.0,23,5,10,5,0
case2,0.94,G-U0023-03,1.0,0.5,0.6667,0.0,32,5,10,5,0
case3,0.92,G-U0023-03,1.0,0.5,0.6667,0.0,48,5,10,5,0
case4,0.9,G-U0023-03,1.0,0.5,0.6667,0.0,61,5,10,5,0
case5,0.88,G-U0023-03,1.0,0.5,0.6667,0.0,61,5,10,5,0
case6,0.85,G-U0023-03,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0024-01,1.0,0.5,0.6667,0.0,15,5,10,5,0
case2,0.94,G-U0024-01,1.0,0.5,0.6667,0.0,28,5,10,5,0
case3,0.92,G-U0024-01,1.0,0.5,0.6667,0.0,37,5,10,5,0
case4,0.9,G-U0024-01,1.0,0.5,0.6667,0.0,48,5,10,5,0
case5,0.88,G-U0024-01,1.0,0.5,0.6667,0.0,74,5,10,5,0
case6,0.85,G-U0024-01,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0024-02,0.0,0.0,0.0,0.0704,20,5,10,0,5
case2,0.94,G-U0024-02,0.0,0.0,0.0,0.0704,46,5,10,0,5
case3,0.92,G-U0024-02,0.0,0.0,0.0,0.0704,66,5,10,0,5
case4,0.9,G-U0024-02,0.0,0.0,0.0,0.0704,80,5,10,0,5
case5,0.88,G-U0024-02,0.0,0.0,0.0,0.0704,81,5,10,0,5
case6,0.85,G-U0024-02,0.0,0.0,0.0,0.0704,81,5,10,0,5
case1,0.96,G-U0024-03,1.0,0.1,0.1818,0.0,1,1,10,1,0
case2,0.94,G-U0024-03,1.0,0.3,0.4615,0.0,3,3,10,3,0
case3,0.92,G-U0024-03,0.8,0.4,0.5333,0.0141,20,5,10,4,1
case4,0.9,G-U0024-03,0.8,0.4,0.5333,0.0141,39,5,10,4,1
case5,0.88,G-U0024-03,0.8,0.4,0.5333,0.0141,54,5,10,4,1
case6,0.85,G-U0024-03,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case1,0.96,G-U0024-04,1.0,0.5,0.6667,0.0,8,5,10,5,0
case2,0.94,G-U0024-04,1.0,0.5,0.6667,0.0,8,5,10,5,0
case3,0.92,G-U0024-04,1.0,0.5,0.6667,0.0,10,5,10,5,0
case4,0.9,G-U0024-04,1.0,0.5,0.6667,0.0,19,5,10,5,0
case5,0.88,G-U0024-04,1.0,0.5,0.6667,0.0,36,5,10,5,0
case6,0.85,G-U0024-04,1.0,0.5,0.6667,0.0,75,5,10,5,0
case1,0.96,G-U0024-05,1.0,0.5,0.6667,0.0,13,5,10,5,0
case2,0.94,G-U0024-05,1.0,0.5,0.6667,0.0,20,5,10,5,0
case3,0.92,G-U0024-05,1.0,0.5,0.6667,0.0,45,5,10,5,0
case4,0.9,G-U0024-05,1.0,0.5,0.6667,0.0,68,5,10,5,0
case5,0.88,G-U0024-05,1.0,0.5,0.6667,0.0,81,5,10,5,0
case6,0.85,G-U0024-05,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0025-01,0.0,0.0,0.0,0.082,20,5,10,0,5
case2,0.94,G-U0025-01,0.0,0.0,0.0,0.082,38,5,10,0,5
case3,0.92,G-U0025-01,0.0,0.0,0.0,0.082,63,5,10,0,5
case4,0.9,G-U0025-01,0.0,0.0,0.0,0.082,71,5,10,0,5
case5,0.88,G-U0025-01,0.0,0.0,0.0,0.082,71,5,10,0,5
case6,0.85,G-U0025-01,0.0,0.0,0.0,0.082,71,5,10,0,5
case1,0.96,G-U0025-02,1.0,0.5,0.6667,0.0,7,5,10,5,0
case2,0.94,G-U0025-02,1.0,0.5,0.6667,0.0,12,5,10,5,0
case3,0.92,G-U0025-02,1.0,0.5,0.6667,0.0,22,5,10,5,0
case4,0.9,G-U0025-02,1.0,0.5,0.6667,0.0,34,5,10,5,0
case5,0.88,G-U0025-02,1.0,0.5,0.6667,0.0,49,5,10,5,0
case6,0.85,G-U0025-02,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0025-03,0.4,0.2,0.2667,0.0492,19,5,10,2,3
case2,0.94,G-U0025-03,0.4,0.2,0.2667,0.0492,28,5,10,2,3
case3,0.92,G-U0025-03,0.4,0.2,0.2667,0.0492,41,5,10,2,3
case4,0.9,G-U0025-03,0.4,0.2,0.2667,0.0492,59,5,10,2,3
case5,0.88,G-U0025-03,0.4,0.2,0.2667,0.0492,69,5,10,2,3
case6,0.85,G-U0025-03,0.4,0.2,0.2667,0.0492,71,5,10,2,3
case1,0.96,G-U0025-04,1.0,0.5,0.6667,0.0,11,5,10,5,0
case2,0.94,G-U0025-04,1.0,0.5,0.6667,0.0,23,5,10,5,0
case3,0.92,G-U0025-04,1.0,0.5,0.6667,0.0,52,5,10,5,0
case4,0.9,G-U0025-04,1.0,0.5,0.6667,0.0,63,5,10,5,0
case5,0.88,G-U0025-04,1.0,0.5,0.6667,0.0,71,5,10,5,0
case6,0.85,G-U0025-04,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0026-01,0.4,0.2,0.2667,0.0588,19,5,10,2,3
case2,0.94,G-U0026-01,0.4,0.2,0.2667,0.0588,25,5,10,2,3
case3,0.92,G-U0026-01,0.4,0.2,0.2667,0.0588,36,5,10,2,3
case4,0.9,G-U0026-01,0.4,0.2,0.2667,0.0588,57,5,10,2,3
case5,0.88,G-U0026-01,0.4,0.2,0.2667,0.0588,61,5,10,2,3
case6,0.85,G-U0026-01,0.4,0.2,0.2667,0.0588,61,5,10,2,3
case1,0.96,G-U0026-02,0.4,0.2,0.2667,0.0588,17,5,10,2,3
case2,0.94,G-U0026-02,0.4,0.2,0.2667,0.0588,22,5,10,2,3
case3,0.92,G-U0026-02,0.4,0.2,0.2667,0.0588,29,5,10,2,3
case4,0.9,G-U0026-02,0.4,0.2,0.2667,0.0588,40,5,10,2,3
case5,0.88,G-U0026-02,0.4,0.2,0.2667,0.0588,60,5,10,2,3
case6,0.85,G-U0026-02,0.4,0.2,0.2667,0.0588,61,5,10,2,3
case1,0.96,G-U0026-03,0.0,0.0,0.0,0.098,39,5,10,0,5
case2,0.94,G-U0026-03,0.0,0.0,0.0,0.098,56,5,10,0,5
case3,0.92,G-U0026-03,0.0,0.0,0.0,0.098,61,5,10,0,5
case4,0.9,G-U0026-03,0.0,0.0,0.0,0.098,61,5,10,0,5
case5,0.88,G-U0026-03,0.0,0.0,0.0,0.098,61,5,10,0,5
case6,0.85,G-U0026-03,0.0,0.0,0.0,0.098,61,5,10,0,5
case1,0.96,G-U0027-01,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0027-01,1.0,0.5,0.6667,0.0,8,5,10,5,0
case3,0.92,G-U0027-01,1.0,0.5,0.6667,0.0,10,5,10,5,0
case4,0.9,G-U0027-01,1.0,0.5,0.6667,0.0,19,5,10,5,0
case5,0.88,G-U0027-01,1.0,0.5,0.6667,0.0,38,5,10,5,0
case6,0.85,G-U0027-01,1.0,0.5,0.6667,0.0,60,5,10,5,0
case1,0.96,G-U0027-02,0.8,0.4,0.5333,0.0196,6,5,10,4,1
case2,0.94,G-U0027-02,0.8,0.4,0.5333,0.0196,17,5,10,4,1
case3,0.92,G-U0027-02,0.8,0.4,0.5333,0.0196,31,5,10,4,1
case4,0.9,G-U0027-02,0.8,0.4,0.5333,0.0196,49,5,10,4,1
case5,0.88,G-U0027-02,0.8,0.4,0.5333,0.0196,59,5,10,4,1
case6,0.85,G-U0027-02,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case1,0.96,G-U0027-03,1.0,0.5,0.6667,0.0,5,5,10,5,0
case2,0.94,G-U0027-03,1.0,0.5,0.6667,0.0,8,5,10,5,0
case3,0.92,G-U0027-03,1.0,0.5,0.6667,0.0,12,5,10,5,0
case4,0.9,G-U0027-03,1.0,0.5,0.6667,0.0,30,5,10,5,0
case5,0.88,G-U0027-03,1.0,0.5,0.6667,0.0,54,5,10,5,0
case6,0.85,G-U0027-03,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0028-01,0.8,0.4,0.5333,0.0164,30,5,10,4,1
case2,0.94,G-U0028-01,0.8,0.4,0.5333,0.0164,51,5,10,4,1
case3,0.92,G-U0028-01,0.8,0.4,0.5333,0.0164,70,5,10,4,1
case4,0.9,G-U0028-01,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case5,0.88,G-U0028-01,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case6,0.85,G-U0028-01,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0028-02,0.2,0.1,0.1333,0.0656,25,5,10,1,4
case2,0.94,G-U0028-02,0.2,0.1,0.1333,0.0656,48,5,10,1,4
case3,0.92,G-U0028-02,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case4,0.9,G-U0028-02,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case5,0.88,G-U0028-02,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case6,0.85,G-U0028-02,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case1,0.96,G-U0028-03,0.8,0.4,0.5333,0.0164,9,5,10,4,1
case2,0.94,G-U0028-03,0.8,0.4,0.5333,0.0164,31,5,10,4,1
case3,0.92,G-U0028-03,0.8,0.4,0.5333,0.0164,47,5,10,4,1
case4,0.9,G-U0028-03,0.8,0.4,0.5333,0.0164,69,5,10,4,1
case5,0.88,G-U0028-03,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case6,0.85,G-U0028-03,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0028-04,1.0,0.5,0.6667,0.0,10,5,10,5,0
case2,0.94,G-U0028-04,1.0,0.5,0.6667,0.0,11,5,10,5,0
case3,0.92,G-U0028-04,1.0,0.5,0.6667,0.0,23,5,10,5,0
case4,0.9,G-U0028-04,1.0,0.5,0.6667,0.0,35,5,10,5,0
case5,0.88,G-U0028-04,1.0,0.5,0.6667,0.0,47,5,10,5,0
case6,0.85,G-U0028-04,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0029-01,1.0,0.5,0.6667,0.0,5,5,10,5,0
case2,0.94,G-U0029-01,1.0,0.5,0.6667,0.0,5,5,10,5,0
case3,0.92,G-U0029-01,1.0,0.5,0.6667,0.0,9,5,10,5,0
case4,0.9,G-U0029-01,1.0,0.5,0.6667,0.0,11,5,10,5,0
case5,0.88,G-U0029-01,1.0,0.5,0.6667,0.0,23,5,10,5,0
case6,0.85,G-U0029-01,1.0,0.5,0.6667,0.0,50,5,10,5,0
case1,0.96,G-U0029-02,0.6,0.3,0.4,0.0328,11,5,10,3,2
case2,0.94,G-U0029-02,0.6,0.3,0.4,0.0328,19,5,10,3,2
case3,0.92,G-U0029-02,0.6,0.3,0.4,0.0328,37,5,10,3,2
case4,0.9,G-U0029-02,0.6,0.3,0.4,0.0328,47,5,10,3,2
case5,0.88,G-U0029-02,0.6,0.3,0.4,0.0328,67,5,10,3,2
case6,0.85,G-U0029-02,0.6,0.3,0.4,0.0328,71,5,10,3,2
case1,0.96,G-U0029-03,1.0,0.5,0.6667,0.0,10,5,10,5,0
case2,0.94,G-U0029-03,1.0,0.5,0.6667,0.0,13,5,10,5,0
case3,0.92,G-U0029-03,1.0,0.5,0.6667,0.0,17,5,10,5,0
case4,0.9,G-U0029-03,1.0,0.5,0.6667,0.0,30,5,10,5,0
case5,0.88,G-U0029-03,1.0,0.5,0.6667,0.0,42,5,10,5,0
case6,0.85,G-U0029-03,1.0,0.5,0.6667,0.0,65,5,10,5,0
case1,0.96,G-U0029-04,1.0,0.5,0.6667,0.0,7,5,10,5,0
case2,0.94,G-U0029-04,1.0,0.5,0.6667,0.0,10,5,10,5,0
case3,0.92,G-U0029-04,1.0,0.5,0.6667,0.0,13,5,10,5,0
case4,0.9,G-U0029-04,1.0,0.5,0.6667,0.0,35,5,10,5,0
case5,0.88,G-U0029-04,1.0,0.5,0.6667,0.0,60,5,10,5,0
case6,0.85,G-U0029-04,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0030-01,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0030-01,1.0,0.5,0.6667,0.0,26,5,10,5,0
case3,0.92,G-U0030-01,1.0,0.5,0.6667,0.0,55,5,10,5,0
case4,0.9,G-U0030-01,1.0,0.5,0.6667,0.0,77,5,10,5,0
case5,0.88,G-U0030-01,1.0,0.5,0.6667,0.0,81,5,10,5,0
case6,0.85,G-U0030-01,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0030-02,1.0,0.5,0.6667,0.0,8,5,10,5,0
case2,0.94,G-U0030-02,1.0,0.5,0.6667,0.0,10,5,10,5,0
case3,0.92,G-U0030-02,1.0,0.5,0.6667,0.0,10,5,10,5,0
case4,0.9,G-U0030-02,1.0,0.5,0.6667,0.0,17,5,10,5,0
case5,0.88,G-U0030-02,1.0,0.5,0.6667,0.0,47,5,10,5,0
case6,0.85,G-U0030-02,1.0,0.5,0.6667,0.0,77,5,10,5,0
case1,0.96,G-U0030-03,0.8,0.4,0.5333,0.0141,6,5,10,4,1
case2,0.94,G-U0030-03,0.8,0.4,0.5333,0.0141,11,5,10,4,1
case3,0.92,G-U0030-03,0.8,0.4,0.5333,0.0141,19,5,10,4,1
case4,0.9,G-U0030-03,0.8,0.4,0.5333,0.0141,56,5,10,4,1
case5,0.88,G-U0030-03,0.8,0.4,0.5333,0.0141,80,5,10,4,1
case6,0.85,G-U0030-03,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case1,0.96,G-U0030-04,0.6,0.3,0.4,0.0282,39,5,10,3,2
case2,0.94,G-U0030-04,0.6,0.3,0.4,0.0282,72,5,10,3,2
case3,0.92,G-U0030-04,0.6,0.3,0.4,0.0282,80,5,10,3,2
case4,0.9,G-U0030-04,0.6,0.3,0.4,0.0282,81,5,10,3,2
case5,0.88,G-U0030-04,0.6,0.3,0.4,0.0282,81,5,10,3,2
